tp_base_multiplier,sl_base_multiplier,vol_expansion_sensitivity,momentum_sensitivity,trend_bias_strength,max_tp_pct,min_tp_pct
0.06960679692735221,0.07726260466801457,2.8596445644755484,9.368181999345254,2.361611130335329,22.45782098566644,1.4474627994205764
