symbol,total_return,cagr,annual_vol,sharpe,max_drawdown,num_trades,win_rate,avg_win,avg_loss,profit_factor,expectancy
JUPUSDT,-0.999900525714416,-0.9958393669553118,0.02744105486196984,-0.4647359094934274,-0.9999059322860265,929,0.2572658772874058,0.023272077531204995,-0.014276048986503878,0.564645583806304,-0.004616197277427
AGIXUSDT,-0.9999006088553256,-0.9988245534245335,0.027092954751504108,-0.5820866917653175,-0.9999018804317089,819,0.221001221001221,0.019873543112730638,-0.013357479037735162,0.4220935309201277,-0.0060133825673636
