entry_time,exit_time,entry_price,exit_price,pnl
2023-02-17 14:20:00+00:00,2023-02-17 16:25:00+00:00,0.43214,0.42568,-197.7474429583017
2023-02-17 17:30:00+00:00,2023-02-17 19:30:00+00:00,0.43293,0.42926,-130.36383806801132
2023-02-17 20:25:00+00:00,2023-02-17 22:00:00+00:00,0.43697,0.43151,-166.05066290276045
2023-02-17 22:35:00+00:00,2023-02-18 02:25:00+00:00,0.43372,0.44687,234.3702478298619
2023-02-18 05:05:00+00:00,2023-02-18 06:25:00+00:00,0.44666,0.44325,-119.65261733571424
2023-02-18 10:00:00+00:00,2023-02-18 10:40:00+00:00,0.43327,0.42904,-137.31983645036235
2023-02-18 12:30:00+00:00,2023-02-18 13:30:00+00:00,0.43186,0.42859,-114.67650387205322
2023-02-18 17:15:00+00:00,2023-02-18 17:50:00+00:00,0.4326,0.42847,-130.33840228107692
2023-02-18 19:05:00+00:00,2023-02-18 19:50:00+00:00,0.43359,0.4282,-153.1024286872016
2023-02-18 22:05:00+00:00,2023-02-19 06:10:00+00:00,0.42252,0.426,27.53650097685204
2023-02-19 09:50:00+00:00,2023-02-19 12:50:00+00:00,0.41871,0.4182,-53.43893142702109
2023-02-19 14:50:00+00:00,2023-02-19 16:45:00+00:00,0.4213,0.41833,-102.19937867740373
2023-02-19 21:00:00+00:00,2023-02-19 23:35:00+00:00,0.40082,0.40353,14.444337549277407
2023-02-20 00:05:00+00:00,2023-02-20 01:00:00+00:00,0.40597,0.40059,-151.57581317413133
2023-02-20 01:50:00+00:00,2023-02-20 05:50:00+00:00,0.39897,0.40304,41.93489511367534
2023-02-20 07:45:00+00:00,2023-02-20 08:40:00+00:00,0.40634,0.40127,-141.81430621397521
2023-02-20 10:15:00+00:00,2023-02-20 11:25:00+00:00,0.39953,0.3932,-165.3152586683791
2023-02-20 18:40:00+00:00,2023-02-20 20:15:00+00:00,0.38554,0.38531,-43.39043030006724
2023-02-20 21:45:00+00:00,2023-02-21 01:15:00+00:00,0.38581,0.38704,-14.029096115721586
2023-02-21 02:35:00+00:00,2023-02-21 06:55:00+00:00,0.3911,0.42955,707.5630199343204
2023-02-21 08:25:00+00:00,2023-02-21 08:45:00+00:00,0.4348,0.40924,-526.2699385230135
2023-02-21 09:20:00+00:00,2023-02-21 11:40:00+00:00,0.43966,0.44651,81.1169133034191
2023-02-21 18:00:00+00:00,2023-02-21 21:10:00+00:00,0.41944,0.41188,-178.10032243409114
2023-02-21 22:40:00+00:00,2023-02-22 00:30:00+00:00,0.41099,0.41089,-39.57662461370819
2023-02-22 03:55:00+00:00,2023-02-22 04:40:00+00:00,0.40765,0.3996,-184.1900836381419
2023-02-22 09:30:00+00:00,2023-02-22 11:45:00+00:00,0.38128,0.38794,89.78087546826737
2023-02-22 18:00:00+00:00,2023-02-23 01:05:00+00:00,0.38594,0.39802,190.98181976820706
2023-02-23 02:05:00+00:00,2023-02-23 05:55:00+00:00,0.40465,0.41302,116.21304484188477
2023-02-23 07:15:00+00:00,2023-02-23 09:10:00+00:00,0.42182,0.41886,-90.30832139037102
2023-02-23 12:55:00+00:00,2023-02-23 14:40:00+00:00,0.40323,0.39928,-109.26550761199451
2023-02-23 19:15:00+00:00,2023-02-23 22:05:00+00:00,0.3983,0.39775,-46.298009130096034
2023-02-23 23:50:00+00:00,2023-02-24 02:25:00+00:00,0.4022,0.4134,163.06851678299154
2023-02-24 07:50:00+00:00,2023-02-24 12:50:00+00:00,0.40396,0.41401,144.35608783682346
2023-02-24 14:05:00+00:00,2023-02-24 15:45:00+00:00,0.42757,0.42628,-59.331940369460426
2023-02-24 16:45:00+00:00,2023-02-24 17:50:00+00:00,0.42669,0.4128,-273.64211728255214
2023-02-24 20:10:00+00:00,2023-02-24 21:45:00+00:00,0.41905,0.41644,-78.48919495683549
2023-02-24 22:50:00+00:00,2023-02-25 00:40:00+00:00,0.4269,0.44296,223.66860941753293
2023-02-25 01:55:00+00:00,2023-02-25 02:35:00+00:00,0.45734,0.43593,-365.4254461312148
