symbol,total_return,cagr,annual_vol,sharpe,max_drawdown,num_trades,win_rate,avg_win,avg_loss,profit_factor,expectancy
JUPUSDT,-0.9999012409625075,-0.9958571891577612,0.023292132956241392,-0.5524563721972571,-0.9999012476545475,943,0.22799575821845175,0.02030616641708122,-0.011908582539519222,0.503587510412313,-0.004563756425342028
AGIXUSDT,-0.9999001283584255,-0.9988203966681131,0.022132760777908406,-0.7176557400032727,-0.9999003409499423,868,0.20506912442396313,0.013810301205881767,-0.010460093814111693,0.34059516825035047,-0.005482985157937919
