timestamp,action,price,shares,purchase_amount,capital_before,capital_after
2025-06-09 10:00:00-04:00,BUY,599.3499755859375,83.42371241630387,50000.0,100000.0,50000.0
2025-06-09 12:00:00-04:00,SELL,599.780029296875,83.42371241630387,,50000.0,100034.12542142111
2025-06-11 12:00:00-04:00,BUY,603.8099975585938,82.8357644175259,50017.062710710554,100034.12542142111,50017.062710710554
2025-06-13 15:59:00-04:00,SELL,596.9400024414062,82.8357644175259,,50017.062710710554,99463.31344499474
