train_loss,val_loss,val_f1,val_auc,val_auprc
0.370663539783182,0.36823377058361517,0.23652707549994587,0.5834191396861913,0.16807438651645978
0.36815359874857606,0.3679270048936208,0.23892589068577927,0.5867166734155556,0.17030240674450028
0.3672305548646326,0.36734995471708703,0.24160810589926418,0.5915427683128173,0.17250186465954384
0.3670795080045872,0.3672405445214474,0.242665742665381,0.59328525221704,0.17371474854535257
0.36680019693517124,0.36674039381923096,0.24481861223427737,0.5973793512030494,0.17526976732398689
0.36637862244792524,0.36649720551389636,0.24556239675589817,0.5983475447335425,0.1753055357155706
0.3658631531437578,0.3659692533088453,0.24961007798403195,0.6047724898757014,0.17838302830666858
0.36505747626885654,0.3649753426963633,0.2524465865338567,0.6113519196650193,0.18278431853054838
0.3645478004189615,0.36442484548597626,0.25556270096424166,0.6155540023265099,0.18444885228796046
0.3638783806165115,0.36366528272628784,0.25645672859049046,0.6205308942994554,0.18702877432764575
0.3632742220485689,0.3624248585917733,0.2631216526392019,0.630072884554411,0.19239925755452342
0.36288497916698126,0.3620828277233875,0.2647843798282173,0.6306804869414365,0.19309313833994854
0.3627434208271347,0.3618221820303888,0.2651547655527954,0.6317925445396051,0.1924075792138676
0.36215373866508166,0.36165739144339704,0.2662993572080634,0.6329358328479501,0.1936729209857819
0.36218326080096874,0.3615846421682473,0.2664182895846959,0.6339194492076354,0.1946174506437182
0.3618277337726198,0.3610771790598378,0.26684675690717147,0.6361276423566885,0.19365653580161346
0.36204868561276454,0.36073591989098175,0.2703800406146384,0.6381276605236603,0.1964898844250361
0.3615538525720538,0.3603860681707209,0.26999685830938785,0.6392383699216189,0.19645145013955215
0.36165448193136485,0.36052896082401276,0.2695455336927834,0.6401989485599326,0.19658131394881448
0.36145124208501067,0.3612027326316545,0.27021368310818805,0.6389484425281886,0.19640760854086325
0.36137564042654624,0.3606047034263611,0.2691352182653368,0.6393403391088652,0.1957675906198887
0.3613683463524333,0.3600198545239188,0.2731802811884552,0.6436174591275411,0.19833572936110044
0.3614538169743008,0.36020749220342346,0.27198377830308,0.6402111529373533,0.19761033124320293
0.3610353881247594,0.3606058783603437,0.2712132183525778,0.638436057948605,0.1965920242281575
0.3608714120042241,0.3598682370149728,0.2744991058163641,0.6425200220808417,0.19820835847279225
0.36074888687956075,0.3604274721759738,0.27167087693931596,0.6409913000422494,0.1980216984800778
0.3607557963486317,0.3598837586063327,0.27455524931056763,0.6433003238291799,0.19931008018056762
0.3607394407266475,0.3594664416529916,0.2754198672043994,0.6448344345171104,0.19883965063688055
0.36059238517785686,0.35947076163508673,0.2738350412540018,0.6440386580458075,0.19911234612131992
0.36069494297120774,0.3599497206283338,0.27325465092978846,0.6419972400649964,0.19783087547461836
0.3603429090455286,0.35954529317942535,0.2748917083956782,0.6448531038207114,0.19858240917912387
0.36067463084162465,0.359309429472143,0.2758726552662548,0.646148917267365,0.19960918746273346
0.3605590013693249,0.3592765855066704,0.27683960664591906,0.6470077529752807,0.20035043234102975
