train_loss,val_loss,val_f1,val_auc,val_auprc
0.36370360335234814,0.35728850102785864,0.2870973358867587,0.6605076760707855,0.2053297856012291
0.35861873619684725,0.35517644385496777,0.2900183784757206,0.6671534645027727,0.20776809471782542
0.35661890154218534,0.3545977495836489,0.2920754487740387,0.6705214865812232,0.20968582244257478
0.3553787371616305,0.3537616445259614,0.2933106254135627,0.6734309493388208,0.21164896059677166
0.3550354805381009,0.3528836333390438,0.29316940784056467,0.674304823862012,0.21184305765831377
0.3548839124007864,0.35334957007205847,0.29306593510509354,0.6748279431873787,0.2112399198318536
0.35449091000797595,0.35261183841661975,0.29271162301033365,0.675515232613607,0.212196528995011
0.35390692844970656,0.3526752586617614,0.2914859259724488,0.6751839406941029,0.21054481261099853
0.354087165789717,0.35235557321346167,0.2933059495535559,0.6761303222341313,0.21246107708387316
0.35398598792959457,0.35222074118527497,0.29296494235447923,0.6771007897497361,0.21232441047838194
0.3537540466829935,0.35202360604748584,0.29316473215651667,0.677683738443314,0.2139881519299602
0.3540771649824126,0.35219404011061695,0.2934163820235783,0.6775742571135578,0.21319956948379834
0.3534291931654322,0.35197969368009857,0.2938481468604961,0.6780217775911206,0.21304770851080962
0.3533384397290377,0.3517877495650089,0.2936483688083701,0.6781446454384356,0.21305079585420492
0.3535750594978589,0.3515901005629337,0.2943255181783269,0.6788457002067618,0.21374766809438045
0.3529791214859893,0.3519689549099315,0.29267798669912337,0.678218766351598,0.21340235935030794
0.35318723241006195,0.35135969971165515,0.29446547570590365,0.679350294493215,0.21448292846944048
0.3527252892101404,0.3514245753035401,0.29471065723972223,0.6798648762551271,0.2149286483017003
0.352461469782864,0.35143369391109003,0.29547565344261817,0.6803349227814646,0.21482686235037207
0.35264217697735256,0.35110570806445496,0.2958109209450033,0.6807660147285237,0.21633746273877888
0.3527600502356055,0.3510880321264267,0.2952730129628125,0.6809733106300985,0.2149957243114638
0.3526961884467743,0.3510065259355487,0.29583438845238824,0.6813348348235959,0.2162760091286355
0.35237126502370425,0.35108625888824463,0.295475777391835,0.681260886197758,0.2152789923374939
0.35216926332682763,0.3506699457313075,0.2968496484582253,0.6824388385082696,0.21644990023828084
0.3521880157020906,0.351298038706635,0.2950478058343869,0.6813485949763167,0.21551594205940214
0.35238841960433626,0.35042663911978406,0.29761987370717713,0.6826910941364782,0.21715856363234062
0.3521683758247662,0.35063908271717303,0.29753495747399594,0.6821429993762742,0.21729257039015898
0.3521704811099568,0.35031510212204675,0.2972123937696518,0.6828034950098761,0.21683607659377718
0.3521923719483764,0.3508587262847207,0.2966549295770634,0.6825293972928148,0.2164806727217415
0.3520958294028017,0.35067133605480194,0.29756181912461505,0.6823542423181868,0.21565423985247603
0.3520704910306056,0.3503313994768894,0.2967141929082706,0.6829040620273891,0.21737417299846906
0.3523057737133018,0.35029935159466485,0.29732489279110236,0.6828053206327933,0.21730683369299744
0.35187274301733373,0.35049361351764563,0.29725149215196184,0.6825257304788488,0.2168094860368783
0.3524923193344136,0.35039679660941614,0.2974086750013372,0.683106304513396,0.21640797346422358
0.35192833557908876,0.3502376788493359,0.297443461159865,0.6832204043889063,0.2166668155883534
0.3518574817850757,0.35009654904856824,0.297367717797571,0.6836769844812753,0.2172191670089888
0.351875767976,0.3502716828476299,0.2971428571424442,0.6832846986973048,0.21638060722936192
0.35213988292538795,0.35082045107176807,0.2947162546217554,0.6820952903175724,0.2153295310025253
0.3518451939749385,0.3501270011518941,0.2980182110333296,0.6839427677781038,0.21698284982027946
0.35183620819894806,0.3503633579521468,0.29801966486595516,0.6837149748742601,0.21633197949237887
0.35180320774163487,0.35045128338264697,0.29765897852582185,0.6836517433503226,0.21615583964403146
0.3516510588073511,0.3500720262527466,0.29798378417121396,0.6844089617107694,0.21783036097982558
0.35134874262845656,0.350030521551768,0.29857529305639113,0.6842728215121956,0.21756553263621659
0.351726966483926,0.35033906093149475,0.2970953777401301,0.6840067642162481,0.21689515592503028
0.35140200632025625,0.350299413005511,0.2987211161164249,0.6843926774449534,0.21651514130558275
0.35183151515165434,0.3499021584337408,0.29906884668921924,0.6846699448336402,0.21791238448777014
0.35132039644288066,0.3502314027511712,0.29732796863675565,0.6839918229612648,0.21693993146249538
0.3518232096464214,0.3502256025870641,0.29688147039110235,0.6839085012822348,0.21782266984718732
0.35143675261689966,0.3499930550654729,0.2981065918649477,0.6844379049434535,0.2174790401123062
0.35156113171100695,0.35022767700932245,0.298021250874463,0.6842158992331209,0.21745103919067477
0.35148634588783223,0.35020888258110394,0.29834831695547703,0.6843029167866296,0.2179705367235689
0.3514521457117706,0.3497556068680503,0.29713022757841756,0.6843962425471254,0.21751723657623429
0.35164664844083904,0.34971930809093243,0.29866450829581476,0.6848108021761359,0.21815409246941148
0.35134537007131944,0.35004027729684656,0.29863499764612994,0.6845486431403799,0.21766185286101028
0.3513323411197794,0.34991694941665186,0.2987838971200829,0.6852537321305818,0.21804315697607174
0.35113439519177986,0.34986330343015265,0.29774319568617613,0.6847627464670336,0.21744878355676922
0.35126176661886405,0.35016593517679157,0.29794211142673893,0.6846156525309566,0.2182049931178085
0.3512581100335643,0.3499392122030258,0.29808653910220934,0.6849888881110359,0.2192219254482856
0.35134592175279955,0.34992820159955457,0.2971688220897691,0.6847023618354565,0.21800469795446925
0.35120321756568573,0.34969915810859564,0.29864407937389204,0.6852387441712032,0.21836185150406406
0.35139749774328366,0.34992179861574463,0.2986442499127087,0.6843506746254775,0.21881844493945699
0.35129614773366197,0.34991881386800244,0.2978947022691237,0.684994297517883,0.2177054728430519
0.35141524287198544,0.3496101877906106,0.2983957988629749,0.6853105537357378,0.21840067320984685
0.3509549148120168,0.34973910902485705,0.2992208518216796,0.6853411233192526,0.21788897394550383
0.35135813632617574,0.3502473646041119,0.2974961193219994,0.6850877644294402,0.21773519607660125
0.35098969137639563,0.3496515064528494,0.29792177617103177,0.6853074141625005,0.2175538534497127
0.3513321521450208,0.34991217201406305,0.2981602453002291,0.684829737175852,0.21840322755713407
0.35126934444135727,0.349645526120157,0.29855143628733855,0.685293219139966,0.21869037209535108
0.35123557791809673,0.34967619632229663,0.298742036671343,0.6855790406981145,0.2176798363940259
0.35112933606389163,0.350173805699204,0.2971499125420381,0.6841658061745095,0.21721882446694632
0.35146789735434675,0.3500921513998147,0.2995140913504356,0.6846100635716565,0.21737083057541604
0.3513111942562279,0.35109135869777564,0.2979492572626532,0.6823752188189138,0.21730133638869148
0.3510060383956644,0.3499164351008155,0.29857449052455237,0.685164084600682,0.21834248888199093
0.35109264989079053,0.3496987137830619,0.29891988602438696,0.6856829330685704,0.21921943458749552
0.35062306545444283,0.3495124357216286,0.2989793876321819,0.6859925001791477,0.21878439076164405
0.35100413157333143,0.3499734785520669,0.29778432197406773,0.6852449143407557,0.21695277728012982
0.3509219423136401,0.34967693280089984,0.29926230914353086,0.6855412589180951,0.21784951464170083
0.35124827052037944,0.34985938939181244,0.29932390903463035,0.6854715811497358,0.21827246584616658
0.3510980246624034,0.3494322575402982,0.2986995665217765,0.6855027246783745,0.2177634732070018
0.35115934414902267,0.3502640340364341,0.29835938006575297,0.6850526281939439,0.21744548240561284
0.35125380591546573,0.35011408229668933,0.297133823630085,0.6846324235603588,0.21620754264954378
0.35119710228247747,0.35005575147542084,0.2994495924192948,0.6856640769473885,0.21846964427235044
0.35114680994828945,0.34959382992802246,0.2992103975958455,0.6854496248945835,0.21919355299736626
0.3511704938956059,0.34989455251982715,0.2985291447244771,0.6859313392167338,0.21900703433019872
0.35099632335803466,0.34995250132950867,0.2979461189646598,0.6846260292097093,0.21792157762126363
0.3511040974515033,0.3497506244616075,0.2998141383063482,0.6859826393244939,0.2190291568331573
0.3512212997689406,0.3495377830483697,0.3000801153657395,0.6859322369789983,0.2193812138404084
0.35097728780657916,0.3495354431145119,0.2995450915021795,0.6853583032715823,0.2192455837110022
0.3510552203724802,0.34958132288672705,0.2992067004864721,0.6859609747123432,0.2190666548400339
0.3509992800707296,0.3499088910492984,0.2986633386971004,0.6853366967804568,0.21740349557837346
0.3509823854113813,0.34986288077903516,0.29891359528846057,0.6857424759831573,0.21864286996408194
0.3510359700485153,0.34928455768209515,0.2996489032567966,0.6856897871980445,0.21989837005153146
0.350890181037168,0.34993510535269073,0.2993512186564372,0.6863824341373476,0.2181443960674499
0.35122246760897724,0.35014596581459045,0.29841355748699866,0.6848578936989447,0.21909693129683722
0.35100538742884835,0.3494262808200085,0.2981495785333683,0.6856315250217635,0.21909082496978588
0.3510265846747686,0.3496800254691731,0.298779679002124,0.6857690580491919,0.21833931018685704
0.3511462851770072,0.34966262768615375,0.2994484918631501,0.6858293638022347,0.21849462996034283
0.3512333904297422,0.3496940257874402,0.2983155723612312,0.6859118344233952,0.2187558130921175
0.3507719815001913,0.34948086512811255,0.29961892109178384,0.6860629262557068,0.21916424541502388
0.35104857791028676,0.35005268364241626,0.3001608504087102,0.6857764913131672,0.21932984067739025
