open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2023-07-03T10:00:00+00:00,0.77960000,1.29000000,0.77960000,1.14370000,3778011.70000000,2023-07-03T10:04:59.999000+00:00,4344815.23029000,15050,2333730.70000000,2693647.60392000,0
2023-07-03T10:05:00+00:00,1.14690000,1.17980000,1.13280000,1.16970000,1602610.30000000,2023-07-03T10:09:59.999000+00:00,1856222.23543000,6597,899821.00000000,1042698.99537000,0
2023-07-03T10:10:00+00:00,1.16970000,1.17500000,1.13000000,1.13380000,885898.10000000,2023-07-03T10:14:59.999000+00:00,1026617.46259000,4340,411560.40000000,478546.94378000,0
2023-07-03T10:15:00+00:00,1.13320000,1.14660000,1.02860000,1.05500000,1547002.80000000,2023-07-03T10:19:59.999000+00:00,1670471.15043000,7137,671931.20000000,721586.66189000,0
2023-07-03T10:20:00+00:00,1.05500000,1.05980000,1.02000000,1.04990000,712351.90000000,2023-07-03T10:24:59.999000+00:00,741771.14598000,3359,334913.70000000,349036.52102000,0
# TRUNCATED — original file had 238,009 data rows (39.7 MB). Fetch full data with the project scripts.
