feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,classification
-0.04845715821144163,0.0,0,0,0,-0.0017842960717489647,-0.00027151447111152153,0.1298879411063069,0.3233850185434544,1
-0.05091813325058771,-0.027234651852942555,0,1,0,-0.000624765594984595,0.00015379927296775412,0.19656407689626837,0.5058054792581863,0
-0.057909670675879925,-0.027422573256446345,0,0,0,-0.0012654887526798613,-0.0005581487091849368,0.31168574687558803,0.5215249459506113,0
-0.04313303530431335,-0.03036941159101471,1,1,0,0.00028772330506123846,0.00025580926835922684,0.11159608449397752,0.4842616367794103,0
-0.040957253304714406,-0.031080553018889776,0,0,0,-0.0010921534013301425,-0.0002119276094956073,0.18115048066507072,0.5228494380492417,0
# TRUNCATED — original file had 17,929 data rows (2.4 MB). Fetch full data with the project scripts.
