train_loss,val_loss,epoch_best_f1,epoch_best_thresh,val_auc,val_auprc
0.03978925882742115,0.03591565813481366,0.21918959677586383,0.22928845882415771,0.5464994626067735,0.15403556130274132
0.036014703692756875,0.0355162527204736,0.22977681514228623,0.23429569602012634,0.5665926254623388,0.16349160004678587
0.035747705870233196,0.03536922327772599,0.23937242769901124,0.23531858623027802,0.5843047017248291,0.16901914604107773
0.03555065953528769,0.03532084827365981,0.24062637847345733,0.2302638739347458,0.5880479510663479,0.16977687589197624
0.03549063932913823,0.035245313211552665,0.24140070682783116,0.23512426018714905,0.5900755912505555,0.17101179983482612
0.035427693609848335,0.03525634019329539,0.24179876565307779,0.2335825264453888,0.5912975889194292,0.1700183029336701
0.03536071215781154,0.03522155596286791,0.24101766019321613,0.2307104468345642,0.5920144328869817,0.1714990392946547
0.03531810578824065,0.035193803307620994,0.24148885476748955,0.23597900569438934,0.5924563249659773,0.1717309620419495
0.03530567960899004,0.035203204333272085,0.24110599078307127,0.2353774607181549,0.5915444164590324,0.17088407921268697
0.035254756576674116,0.03517385887359235,0.24197669784529482,0.23489795625209808,0.5932300880989783,0.17189620286681634
0.03524966494258696,0.03518259418978357,0.24201119096202908,0.237796351313591,0.5923382386108623,0.17097104937175334
0.035228506177107655,0.03518080486822658,0.24226004156001596,0.2370835244655609,0.5918583582146328,0.17136337561899972
0.035238654607414356,0.03517554923992261,0.24220667810445137,0.23878951370716095,0.5920347326929152,0.1713791914482075
0.03521306077300399,0.03517057744822202,0.2417963559376279,0.2324981540441513,0.5926623546595027,0.17159996547298306
0.035215135803620436,0.03518260420627307,0.24185535742266134,0.23662422597408295,0.592220077528715,0.17116585244567475
0.03521806675944038,0.03516254073781714,0.24190522795822114,0.23993386328220367,0.5925749811147145,0.1719421106811242
0.03520583263715864,0.035189131243605905,0.24094246752164414,0.24048921465873718,0.5902156950954743,0.17082117701825206
0.03519948704432789,0.035180904749332324,0.241251378722224,0.23486778140068054,0.5913492865334867,0.17129331130735598
0.03521514835848527,0.03517936589659236,0.2412959937406329,0.23516525328159332,0.5917826908670493,0.17184352921318774
0.03519671423151119,0.03514677482934951,0.24241908490021857,0.24109479784965515,0.5931462142702087,0.17226229245029506
0.03520516461313781,0.03515649632552795,0.24202545479353044,0.2363518327474594,0.5927383914907465,0.17218341534890136
0.03518310522821583,0.03515422494895603,0.2415926973367501,0.24261273443698883,0.5924803611235321,0.1721561563397166
0.03518812513156291,0.03516517827074725,0.24184113648139277,0.23437446355819702,0.5920811796950693,0.17204470972864497
0.03518317013045125,0.035159385471342126,0.24255655923333955,0.24288596212863922,0.5926215661543037,0.1719890964336243
0.03518428290453879,0.03516000941049376,0.24156277296876966,0.24123229086399078,0.5920989014183843,0.17156797680688526
0.03517673801099962,0.03515772596107433,0.24200042381826536,0.24000681936740875,0.5922442143601884,0.17204328648501654
0.03517420855507395,0.03516497769804357,0.24175219436995543,0.24072737991809845,0.5921292675783107,0.17124582058712648
0.035179981792727605,0.03515071958148637,0.24205128205093707,0.2403254210948944,0.5921472290508545,0.17221497639670197
0.03518268853967427,0.035140954896165026,0.24193592143423231,0.2414103001356125,0.5929555378682205,0.1728335591119052
0.03517818957483904,0.03514513915342167,0.24208231125612578,0.24106813967227936,0.5925985045617969,0.17251763967314637
0.03516442586123052,0.03514640890153742,0.2422080107704837,0.23614978790283203,0.5928897386404189,0.17143439605591942
0.03518268077294622,0.035174665560968,0.24214755295802715,0.24130180478096008,0.5924300750200869,0.1718997600557614
